Run,age,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,tissue,Source_File,condition,genotype/variation,strain/background,AssemblyName,intentional_duplicate (run),dangling_references (run),BioSampleModel,dev_stage,Ecotype,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Library Name,cell_type,Development_stage,ecotype_background,genotype/varaition,genotype,treatment,Developmental_Stage,Experiment.1,strain,number_of_nuclei,plate/batch,days_after_pollination,fans_peak,female_parent,male_parent,ecotype/background,use_for_atlas,ID,Sample name,Accession,Public description,Project accession,Sample title,Cultivar,Biomaterial provider,Tissue,Age,Age unit,Dev stage,Cell line,Cell type,Collected by,Collection date,Culture collection,Disease,Disease stage,Genotype,Growth protocol,Height length,Isolation source,Latitude longitude,Phenotype,Population,Type,Sex,Specimen voucher,Temperature,Treatment,Study_Title
SRR23614103,6-days-old,RNA-Seq,199.0,22140726070.0,PRJNA938501,SAMN33438477,6786887524.0,GEO,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX19498748,GSM7063738,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC SINGLE CELL,Arabidopsis thaliana,ILLUMINA,2023-03-26T00:00:00Z,2023-02-24T20:38:00Z,1.0,GSM7063738,Seedling,SRP424479,Seedling,SraRunTable (8).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23614033,12-days-old,RNA-Seq,199.0,22060033361.0,PRJNA938501,SAMN33438471,6833470495.0,GEO,public,"fastq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19498726,GSM7063732,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC SINGLE CELL,Arabidopsis thaliana,ILLUMINA,2023-03-26T00:00:00Z,2023-02-24T20:14:00Z,1.0,GSM7063732,Seedling,SRP424479,Seedling,SraRunTable (8).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23614034,12-days-old,RNA-Seq,199.0,22059114976.0,PRJNA938501,SAMN33438471,6819466959.0,GEO,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX19498726,GSM7063732,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC SINGLE CELL,Arabidopsis thaliana,ILLUMINA,2023-03-26T00:00:00Z,2023-02-24T19:52:00Z,1.0,GSM7063732,Seedling,SRP424479,Seedling,SraRunTable (8).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23614031,12-days-old,RNA-Seq,199.0,21993538108.0,PRJNA938501,SAMN33438471,6829176235.0,GEO,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX19498726,GSM7063732,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC SINGLE CELL,Arabidopsis thaliana,ILLUMINA,2023-03-26T00:00:00Z,2023-02-24T20:00:00Z,1.0,GSM7063732,Seedling,SRP424479,Seedling,SraRunTable (8).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23614032,12-days-old,RNA-Seq,199.0,21798753923.0,PRJNA938501,SAMN33438471,6784867349.0,GEO,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX19498726,GSM7063732,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC SINGLE CELL,Arabidopsis thaliana,ILLUMINA,2023-03-26T00:00:00Z,2023-02-24T20:25:00Z,1.0,GSM7063732,Seedling,SRP424479,Seedling,SraRunTable (8).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23614177,9-days-old,RNA-Seq,199.0,21301144075.0,PRJNA938501,SAMN33438483,6539266176.0,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX19498770,GSM7063744,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC SINGLE CELL,Arabidopsis thaliana,ILLUMINA,2023-03-26T00:00:00Z,2023-02-24T19:59:00Z,1.0,GSM7063744,Seedling,SRP424479,Seedling,SraRunTable (8).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12046062,,RNA-Seq,127.0,21263529482.0,PRJNA640389,SAMN15315801,6939237401.0,GEO,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX8574733,GSM4625998,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2020-07-04T00:00:00Z,2020-06-19T12:31:00Z,1.0,GSM4625998,Arabidopsis root cells,SRP267870,Root,SraRunTable (5).csv,,,,,,,,,,,,,,,,,,Wild type,,,,,,,,,,,Col-0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8257106,,RNA-Seq,149.0,21166448449.0,PRJNA507252,SAMN10486314,12713650959.0,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5074334,GSM3490693,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2019-02-06T00:00:00Z,2018-11-29T02:12:00Z,1.0,GSM3490693,gl2_protoplasts from roots,SRP171040,root,SraRunTable.csv,,,,,,,,,,,,,,protoplasts,5 day after germination,Landsberg erecta background,gl2 mutant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12046055,,RNA-Seq,127.0,21023448936.0,PRJNA640389,SAMN15315815,6914871735.0,GEO,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX8574731,GSM4625996,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2020-07-04T00:00:00Z,2020-06-19T05:24:00Z,1.0,GSM4625996,Arabidopsis root cells,SRP267870,Root,SraRunTable (5).csv,,,,,,,,,,,,,,,,,,Wild type,,,,,,,,,,,Col-0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23614175,9-days-old,RNA-Seq,199.0,20925987882.0,PRJNA938501,SAMN33438483,6465606376.0,GEO,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX19498770,GSM7063744,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC SINGLE CELL,Arabidopsis thaliana,ILLUMINA,2023-03-26T00:00:00Z,2023-02-24T20:06:00Z,1.0,GSM7063744,Seedling,SRP424479,Seedling,SraRunTable (8).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12046056,,RNA-Seq,127.0,20880200810.0,PRJNA640389,SAMN15315815,6868435597.0,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX8574731,GSM4625996,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2020-07-04T00:00:00Z,2020-06-19T06:34:00Z,1.0,GSM4625996,Arabidopsis root cells,SRP267870,Root,SraRunTable (5).csv,,,,,,,,,,,,,,,,,,Wild type,,,,,,,,,,,Col-0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23614174,9-days-old,RNA-Seq,199.0,20803559500.0,PRJNA938501,SAMN33438483,6413819106.0,GEO,public,"sra,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX19498770,GSM7063744,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC SINGLE CELL,Arabidopsis thaliana,ILLUMINA,2023-03-26T00:00:00Z,2023-02-24T20:09:00Z,1.0,GSM7063744,Seedling,SRP424479,Seedling,SraRunTable (8).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23614176,9-days-old,RNA-Seq,199.0,20742040043.0,PRJNA938501,SAMN33438483,6373219890.0,GEO,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX19498770,GSM7063744,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC SINGLE CELL,Arabidopsis thaliana,ILLUMINA,2023-03-26T00:00:00Z,2023-02-24T20:19:00Z,1.0,GSM7063744,Seedling,SRP424479,Seedling,SraRunTable (8).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12046064,,RNA-Seq,127.0,20664662506.0,PRJNA640389,SAMN15315800,6718810019.0,GEO,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX8574734,GSM4625999,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2020-07-04T00:00:00Z,2020-06-19T05:17:00Z,1.0,GSM4625999,Arabidopsis root cells,SRP267870,Root,SraRunTable (5).csv,,,,,,,,,,,,,,,,,,Wild type,,,,,,,,,,,Col-0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23614097,12-days-old,RNA-Seq,199.0,20430989312.0,PRJNA938501,SAMN33438475,6312313016.0,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX19498746,GSM7063736,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC SINGLE CELL,Arabidopsis thaliana,ILLUMINA,2023-03-26T00:00:00Z,2023-02-24T20:07:00Z,1.0,GSM7063736,Seedling,SRP424479,Seedling,SraRunTable (8).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12046061,,RNA-Seq,127.0,20349560266.0,PRJNA640389,SAMN15315801,6667965935.0,GEO,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX8574733,GSM4625998,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2020-07-04T00:00:00Z,2020-06-19T11:48:00Z,1.0,GSM4625998,Arabidopsis root cells,SRP267870,Root,SraRunTable (5).csv,,,,,,,,,,,,,,,,,,Wild type,,,,,,,,,,,Col-0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23614095,12-days-old,RNA-Seq,199.0,20052203359.0,PRJNA938501,SAMN33438475,6238777447.0,GEO,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX19498746,GSM7063736,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC SINGLE CELL,Arabidopsis thaliana,ILLUMINA,2023-03-26T00:00:00Z,2023-02-24T20:03:00Z,1.0,GSM7063736,Seedling,SRP424479,Seedling,SraRunTable (8).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23614094,12-days-old,RNA-Seq,199.0,20002084612.0,PRJNA938501,SAMN33438475,6207694940.0,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX19498746,GSM7063736,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC SINGLE CELL,Arabidopsis thaliana,ILLUMINA,2023-03-26T00:00:00Z,2023-02-24T20:34:00Z,1.0,GSM7063736,Seedling,SRP424479,Seedling,SraRunTable (8).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23614096,12-days-old,RNA-Seq,199.0,19967234936.0,PRJNA938501,SAMN33438475,6180452112.0,GEO,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX19498746,GSM7063736,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC SINGLE CELL,Arabidopsis thaliana,ILLUMINA,2023-03-26T00:00:00Z,2023-02-24T20:33:00Z,1.0,GSM7063736,Seedling,SRP424479,Seedling,SraRunTable (8).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12046063,,RNA-Seq,127.0,19784175951.0,PRJNA640389,SAMN15315800,6459289082.0,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX8574734,GSM4625999,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2020-07-04T00:00:00Z,2020-06-19T11:06:00Z,1.0,GSM4625999,Arabidopsis root cells,SRP267870,Root,SraRunTable (5).csv,,,,,,,,,,,,,,,,,,Wild type,,,,,,,,,,,Col-0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23614127,44-days-old,RNA-Seq,199.0,19284857568.0,PRJNA938501,SAMN33438458,6261276230.0,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX19498756,GSM7063690,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC SINGLE CELL,Arabidopsis thaliana,ILLUMINA,2023-03-26T00:00:00Z,2023-02-24T20:01:00Z,1.0,GSM7063690,Silique,SRP424479,Silique,SraRunTable (8).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23614129,44-days-old,RNA-Seq,199.0,19271809536.0,PRJNA938501,SAMN33438458,6234818080.0,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX19498756,GSM7063690,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC SINGLE CELL,Arabidopsis thaliana,ILLUMINA,2023-03-26T00:00:00Z,2023-02-24T19:30:00Z,1.0,GSM7063690,Silique,SRP424479,Silique,SraRunTable (8).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23614130,44-days-old,RNA-Seq,199.0,19256411513.0,PRJNA938501,SAMN33438458,6219856578.0,GEO,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX19498756,GSM7063690,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC SINGLE CELL,Arabidopsis thaliana,ILLUMINA,2023-03-26T00:00:00Z,2023-02-24T20:14:00Z,1.0,GSM7063690,Silique,SRP424479,Silique,SraRunTable (8).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23614128,44-days-old,RNA-Seq,199.0,19236604446.0,PRJNA938501,SAMN33438458,6230032817.0,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX19498756,GSM7063690,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC SINGLE CELL,Arabidopsis thaliana,ILLUMINA,2023-03-26T00:00:00Z,2023-02-24T19:36:00Z,1.0,GSM7063690,Silique,SRP424479,Silique,SraRunTable (8).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12046053,,RNA-Seq,127.0,19171552843.0,PRJNA640389,SAMN15315816,6310770185.0,GEO,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX8574730,GSM4625995,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2020-07-04T00:00:00Z,2020-06-19T05:39:00Z,1.0,GSM4625995,Arabidopsis root cells,SRP267870,Root,SraRunTable (5).csv,,,,,,,,,,,,,,,,,,Wild type,,,,,,,,,,,Col-0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12046054,,RNA-Seq,127.0,19046204478.0,PRJNA640389,SAMN15315816,6270685923.0,GEO,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX8574730,GSM4625995,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2020-07-04T00:00:00Z,2020-06-19T10:22:00Z,1.0,GSM4625995,Arabidopsis root cells,SRP267870,Root,SraRunTable (5).csv,,,,,,,,,,,,,,,,,,Wild type,,,,,,,,,,,Col-0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23614209,12-days-old,RNA-Seq,199.0,18547083575.0,PRJNA938501,SAMN33438461,5719833542.0,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX19498776,GSM7063722,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC SINGLE CELL,Arabidopsis thaliana,ILLUMINA,2023-03-26T00:00:00Z,2023-02-24T19:43:00Z,1.0,GSM7063722,Seedling,SRP424479,Seedling,SraRunTable (8).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23614168,9-days-old,RNA-Seq,199.0,18431435521.0,PRJNA938501,SAMN33438481,5719599841.0,GEO,public,"sra,fastq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX19498752,GSM7063742,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC SINGLE CELL,Arabidopsis thaliana,ILLUMINA,2023-03-26T00:00:00Z,2023-02-24T20:07:00Z,1.0,GSM7063742,Seedling,SRP424479,Seedling,SraRunTable (8).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10136144,6-day-old seedlings,RNA-Seq,98.0,18394008668.0,PRJNA509920,SAMN10590317,7064118379.0,GEO,public,"sra,run.zq,TenX","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX5128617,GSM3511860,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2019-09-18T00:00:00Z,2019-09-18T19:04:00Z,1.0,GSM3511860,Root,SRP173393,Root,SraRunTable (2).csv,Protoplasted,shortroot-knockout mutant,Col-0 and Ler backgrounds,TAIR10,,treat_as_unmapped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23614166,9-days-old,RNA-Seq,199.0,18389532290.0,PRJNA938501,SAMN33438481,5721650934.0,GEO,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX19498752,GSM7063742,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC SINGLE CELL,Arabidopsis thaliana,ILLUMINA,2023-03-26T00:00:00Z,2023-02-24T19:43:00Z,1.0,GSM7063742,Seedling,SRP424479,Seedling,SraRunTable (8).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23614208,12-days-old,RNA-Seq,199.0,18379003996.0,PRJNA938501,SAMN33438461,5671909582.0,GEO,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX19498776,GSM7063722,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC SINGLE CELL,Arabidopsis thaliana,ILLUMINA,2023-03-26T00:00:00Z,2023-02-24T20:09:00Z,1.0,GSM7063722,Seedling,SRP424479,Seedling,SraRunTable (8).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23614206,12-days-old,RNA-Seq,199.0,18368541969.0,PRJNA938501,SAMN33438461,5682880325.0,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX19498776,GSM7063722,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC SINGLE CELL,Arabidopsis thaliana,ILLUMINA,2023-03-26T00:00:00Z,2023-02-24T20:07:00Z,1.0,GSM7063722,Seedling,SRP424479,Seedling,SraRunTable (8).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23614207,12-days-old,RNA-Seq,199.0,18296558296.0,PRJNA938501,SAMN33438461,5675464906.0,GEO,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX19498776,GSM7063722,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC SINGLE CELL,Arabidopsis thaliana,ILLUMINA,2023-03-26T00:00:00Z,2023-02-24T20:09:00Z,1.0,GSM7063722,Seedling,SRP424479,Seedling,SraRunTable (8).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23614169,9-days-old,RNA-Seq,199.0,18172946660.0,PRJNA938501,SAMN33438481,5639934432.0,GEO,public,"sra,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX19498752,GSM7063742,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC SINGLE CELL,Arabidopsis thaliana,ILLUMINA,2023-03-26T00:00:00Z,2023-02-24T19:43:00Z,1.0,GSM7063742,Seedling,SRP424479,Seedling,SraRunTable (8).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23614167,9-days-old,RNA-Seq,199.0,17987107724.0,PRJNA938501,SAMN33438481,5611025933.0,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX19498752,GSM7063742,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC SINGLE CELL,Arabidopsis thaliana,ILLUMINA,2023-03-26T00:00:00Z,2023-02-24T19:41:00Z,1.0,GSM7063742,Seedling,SRP424479,Seedling,SraRunTable (8).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23614030,12-days-old,RNA-Seq,199.0,17963698757.0,PRJNA938501,SAMN33438470,5495990732.0,GEO,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX19498725,GSM7063731,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC SINGLE CELL,Arabidopsis thaliana,ILLUMINA,2023-03-26T00:00:00Z,2023-02-24T19:57:00Z,1.0,GSM7063731,Seedling,SRP424479,Seedling,SraRunTable (8).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23614029,12-days-old,RNA-Seq,199.0,17834579398.0,PRJNA938501,SAMN33438470,5464222968.0,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX19498725,GSM7063731,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC SINGLE CELL,Arabidopsis thaliana,ILLUMINA,2023-03-26T00:00:00Z,2023-02-24T20:06:00Z,1.0,GSM7063731,Seedling,SRP424479,Seedling,SraRunTable (8).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23614085,12-days-old,RNA-Seq,199.0,17815054911.0,PRJNA938501,SAMN33438472,5428808275.0,GEO,public,"sra,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX19498727,GSM7063733,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC SINGLE CELL,Arabidopsis thaliana,ILLUMINA,2023-03-26T00:00:00Z,2023-02-24T20:05:00Z,1.0,GSM7063733,Seedling,SRP424479,Seedling,SraRunTable (8).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23614027,12-days-old,RNA-Seq,199.0,17790884570.0,PRJNA938501,SAMN33438470,5463173354.0,GEO,public,"sra,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX19498725,GSM7063731,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC SINGLE CELL,Arabidopsis thaliana,ILLUMINA,2023-03-26T00:00:00Z,2023-02-24T20:06:00Z,1.0,GSM7063731,Seedling,SRP424479,Seedling,SraRunTable (8).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23614028,12-days-old,RNA-Seq,199.0,17687861275.0,PRJNA938501,SAMN33438470,5446781211.0,GEO,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX19498725,GSM7063731,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC SINGLE CELL,Arabidopsis thaliana,ILLUMINA,2023-03-26T00:00:00Z,2023-02-24T20:05:00Z,1.0,GSM7063731,Seedling,SRP424479,Seedling,SraRunTable (8).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8086585,,RNA-Seq,98.0,17652744116.0,PRJNA497883,SAMN10267761,6977649644.0,GEO,public,"TenX,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4913499,GSM3440206,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2019-03-29T00:00:00Z,2020-04-23T16:32:00Z,2.0,GSM3440206,Whole Root Protoplast Cell_control,SRP166333,whole roots,SraRunTable (1).csv,,,,TAIR10,,,,,Col-0,,,,,protoplast cells,,,,,Control,7-8 day old seedling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23614083,12-days-old,RNA-Seq,199.0,17557336180.0,PRJNA938501,SAMN33438472,5384724216.0,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX19498727,GSM7063733,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC SINGLE CELL,Arabidopsis thaliana,ILLUMINA,2023-03-26T00:00:00Z,2023-02-24T19:41:00Z,1.0,GSM7063733,Seedling,SRP424479,Seedling,SraRunTable (8).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
